"~id","~start_node_id","~end_node_id","~relationship_type","score","year","title"
"866","1166","751","DIRECTED_BY","5.9","1984.0","Friday the 13th: The Final Chapter "
"867","1167","1147","DIRECTED_BY","7.8","1987.0","Maurice "
"868","783","1441","DIRECTED_BY","8.3","1952.0","Singin' in the Rain "
"869","1168","1442","DIRECTED_BY","4.6","1982.0","Halloween III: Season of the Witch "
"870","853","1443","DIRECTED_BY","6.3","1971.0","Escape from the Planet of the Apes "
"871","1169","742","DIRECTED_BY","7.9","1963.0","Hud "
"872","1170","1136","DIRECTED_BY","6.5","1944.0","Bathing Beauty "
"873","1171","1136","DIRECTED_BY","7.0","1951.0","Show Boat "
"874","429","1444","DIRECTED_BY","7.3","1987.0","The Brave Little Toaster "
"875","1172","1086","DIRECTED_BY","5.7","1982.0","Friday the 13th Part III "
"876","1173","1445","DIRECTED_BY","4.7","1985.0","Friday the 13th: A New Beginning "
"877","1174","1446","DIRECTED_BY","7.5","1945.0","The Valley of Decision "
"878","1175","1447","DIRECTED_BY","8.1","1946.0","The Best Years of Our Lives "
"879","813","335","DIRECTED_BY","7.5","1963.0","From Russia with Love "
"880","1176","1448","DIRECTED_BY","5.1","1989.0","The Toxic Avenger Part II "
"881","461","1449","DIRECTED_BY","8.4","1962.0","To Kill a Mockingbird "
"882","1177","747","DIRECTED_BY","7.6","1981.0","Mad Max 2: The Road Warrior "
"883","457","1450","DIRECTED_BY","8.0","1961.0","The Hustler "
"884","1178","1451","DIRECTED_BY","7.1","1940.0","Boom Town "
"885","73","1452","DIRECTED_BY","7.4","1947.0","Gentleman's Agreement "
"886","1179","1453","DIRECTED_BY","7.0","1938.0","Alexander's Ragtime Band "
"887","1180","1454","DIRECTED_BY","5.7","1986.0","Witchboard "
"888","430","1455","DIRECTED_BY","6.5","1985.0","Subway "
"889","1181","1456","DIRECTED_BY","7.7","1947.0","The Lady from Shanghai "
"890","37","1457","DIRECTED_BY","6.0","1967.0","The Torture Chamber of Dr. Sadism "
"891","1182","330","DIRECTED_BY","7.0","1966.0","A Funny Thing Happened on the Way to the Forum "
"892","64","1458","DIRECTED_BY","7.1","1986.0","River's Edge "
"893","6","1452","DIRECTED_BY","8.2","1954.0","On the Waterfront "
"894","457","329","DIRECTED_BY","8.5","1964.0","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb "
"895","853","1459","DIRECTED_BY","6.1","1972.0","Conquest of the Planet of the Apes "
"896","70","1432","DIRECTED_BY","7.0","1968.0","Hang 'Em High "
"897","1183","1141","DIRECTED_BY","7.2","1952.0","Deadline - U.S.A. "
"898","1184","1145","DIRECTED_BY","8.0","1938.0","You Can't Take It with You "
"899","834","1104","DIRECTED_BY","7.8","1953.0","From Here to Eternity "
"900","1185","1144","DIRECTED_BY","7.4","1949.0","She Wore a Yellow Ribbon "
"901","781","1460","DIRECTED_BY","7.2","1969.0","Mississippi Mermaid "
"902","1186","1461","DIRECTED_BY","6.8","1988.0","Bloodsport "
"903","439","1145","DIRECTED_BY","8.2","1939.0","Mr. Smith Goes to Washington "
"904","1187","400","DIRECTED_BY","7.6","1945.0","Spellbound "
"905","1188","1462","DIRECTED_BY","6.9","1984.0","Repo Man "
"906","1189","1463","DIRECTED_BY","8.6","1936.0","Modern Times "
"907","1190","1464","DIRECTED_BY","7.7","1937.0","Snow White and the Seven Dwarfs "
"908","1191","1465","DIRECTED_BY","5.5","1968.0","Shalako "
"909","1192","1466","DIRECTED_BY","6.5","1966.0","Batman: The Movie "
"910","1193","1467","DIRECTED_BY","7.1","1982.0","The Ballad of Gregorio Cortez "
"911","1194","1468","DIRECTED_BY","4.3","1985.0","Def-Con 4 "
"912","12","400","DIRECTED_BY","8.2","1940.0","Rebecca "
"913","1195","1086","DIRECTED_BY","6.1","1981.0","Friday the 13th Part 2 "
"914","1196","1130","DIRECTED_BY","8.0","1945.0","The Lost Weekend "
"915","1197","1469","DIRECTED_BY","5.5","1984.0","C.H.U.D. "
"916","58","1470","DIRECTED_BY","7.1","1953.0","Niagara "
"917","853","1144","DIRECTED_BY","7.8","1941.0","How Green Was My Valley "
"918","1198","1471","DIRECTED_BY","7.2","1989.0","Sex, Lies, and Videotape "
"919","1199","400","DIRECTED_BY","7.2","1955.0","The Trouble with Harry "
"920","1200","1127","DIRECTED_BY","6.5","1940.0","The Blue Bird "
"921","70","370","DIRECTED_BY","8.0","1964.0","A Fistful of Dollars "
"922","1201","1110","DIRECTED_BY","7.1","1936.0","The Charge of the Light Brigade "
"923","1202","1472","DIRECTED_BY","6.6","1970.0","Cotton Comes to Harlem "
"924","1203","1473","DIRECTED_BY","5.9","1987.0","From a Whisper to a Scream "
"925","1183","1110","DIRECTED_BY","8.6","1942.0","Casablanca "
"926","1204","1474","DIRECTED_BY","6.7","1972.0","Silent Running "
"927","5","343","DIRECTED_BY","8.1","1976.0","Rocky "
"928","1205","1081","DIRECTED_BY","6.8","1963.0","Tom Jones "
"929","40","738","DIRECTED_BY","6.6","1981.0","The Howling "
"930","1206","335","DIRECTED_BY","7.3","1962.0","Dr. No "
"931","1207","1475","DIRECTED_BY","7.0","1987.0","Hellraiser "
"932","1208","1476","DIRECTED_BY","6.2","1970.0","Beyond the Valley of the Dolls "
"933","1209","1477","DIRECTED_BY","6.2","1956.0","Love Me Tender "
"934","1210","1478","DIRECTED_BY","7.2","1949.0","Sands of Iwo Jima "
"935","34","1082","DIRECTED_BY","7.3","1965.0","The Party's Over "
"936","480","1479","DIRECTED_BY","7.1","1968.0","Charly "
"937","1211","1480","DIRECTED_BY","7.4","1942.0","Bambi "
"938","1212","1481","DIRECTED_BY","8.0","1929.0","Pandora's Box "
"939","1213","381","DIRECTED_BY","8.1","1970.0","The Conformist "
"940","812","1104","DIRECTED_BY","8.1","1952.0","High Noon "
"941","1214","1482","DIRECTED_BY","7.8","1935.0","Top Hat "
"942","1215","1483","DIRECTED_BY","8.1","1970.0","Woodstock "
"943","1216","374","DIRECTED_BY","6.5","1977.0","The Kentucky Fried Movie "
"944","1217","330","DIRECTED_BY","7.7","1964.0","A Hard Day's Night "
"945","84","1484","DIRECTED_BY","6.1","1983.0","Love Letters "
"946","1218","1485","DIRECTED_BY","6.1","1974.0","Benji "
"947","1219","1486","DIRECTED_BY","5.9","1977.0","Kingdom of the Spiders "
"948","1220","1487","DIRECTED_BY","8.7","1954.0","Seven Samurai "
"949","1221","1448","DIRECTED_BY","6.2","1984.0","The Toxic Avenger "
"950","1214","1488","DIRECTED_BY","7.7","1933.0","42nd Street "
"951","1222","718","DIRECTED_BY","8.3","1975.0","Monty Python and the Holy Grail "
"952","1223","1489","DIRECTED_BY","6.9","1981.0","The Beyond "
"953","1224","386","DIRECTED_BY","6.9","1985.0","My Beautiful Laundrette "
"955","1490","1493","DIRECTED_BY","8.2","1972.0","Cries & Whispers "
"989","1494","1584","DIRECTED_BY","8.0","1916.0","Intolerance: Love's Struggle Throughout the Ages "
"990","1495","1585","DIRECTED_BY","6.3","1929.0","The Broadway Melody "
"991","1496","1586","DIRECTED_BY","4.7","1987.0","American Ninja 2: The Confrontation "
"992","1497","389","DIRECTED_BY","8.9","1957.0","12 Angry Men "
"993","1498","1145","DIRECTED_BY","8.2","1934.0","It Happened One Night "
"994","1499","1587","DIRECTED_BY","7.7","1965.0","Pierrot le Fou "
"995","42","1588","DIRECTED_BY","8.1","1964.0","Nothing But a Man "
"996","5","1589","DIRECTED_BY","6.2","1975.0","Death Race 2000 "
"997","786","1590","DIRECTED_BY","4.5","1981.0","Graduation Day "
"998","1500","1591","DIRECTED_BY","4.5","1982.0","Butterfly "
"999","1501","1098","DIRECTED_BY","8.3","1925.0","The Big Parade "
"1000","1502","1592","DIRECTED_BY","4.0","1969.0","The Stewardesses "
"1001","1503","1593","DIRECTED_BY","6.7","1953.0","The Beast from 20,000 Fathoms "
"1002","1504","747","DIRECTED_BY","7.0","1979.0","Mad Max "
"1003","1505","1594","DIRECTED_BY","6.5","1933.0","She Done Him Wrong "
"1004","1506","1595","DIRECTED_BY","8.1","1955.0","Ordet "
"1005","1507","1099","DIRECTED_BY","6.5","1986.0","She's Gotta Have It "
"1006","1508","1596","DIRECTED_BY","5.5","1971.0","Sweet Sweetback's Baadasssss Song "
"1007","1509","1597","DIRECTED_BY","8.4","1965.0","A Charlie Brown Christmas "
"1008","1510","1598","DIRECTED_BY","7.5","1989.0","Roger & Me "
"1009","1511","1587","DIRECTED_BY","7.4","1964.0","Une Femme Mariée "
"1010","1512","337","DIRECTED_BY","7.4","1977.0","Eraserhead "
"1011","1513","1599","DIRECTED_BY","4.8","1920.0","Over the Hill to the Poorhouse "
"1012","1514","1600","DIRECTED_BY","7.0","1987.0","Hollywood Shuffle "
"1013","1515","1601","DIRECTED_BY","5.8","1979.0","Penitentiary "
"1014","1516","1602","DIRECTED_BY","7.1","1948.0","Open Secret "
"1015","1490","1603","DIRECTED_BY","6.8","1971.0","The Night Visitor "
"1016","1517","1604","DIRECTED_BY","4.1","1962.0","The Brain That Wouldn't Die "
"1017","1518","1605","DIRECTED_BY","6.4","1983.0","Gabriela "
"1018","1519","346","DIRECTED_BY","8.2","1978.0","The Last Waltz "
"1019","1520","1606","DIRECTED_BY","6.1","1972.0","Pink Flamingos "
